"","Grupo","Fecha","Destino","Tarifa.min","Duración","Cantidad"
"114","Asesores","T","ElSalvador",0.244,39,0.31
"115","Tutores","T","Paraguay",0.209,212,0.91
"116","","T","CostaRica",0.086,0,0
"117","UCC","T","Mexico",0.026,38,0.1
"118","UCC","T","Mexico",0.007,0,0
"119","UCC","T","Mexico",0.007,1103,0.17
"120","UCC","T","Mexico",0.007,0,0
"121","UCC","T","Mexico",0.026,140,0.15
"122","Asesores","T","Mexico",0.026,478,0.28
"123","UCC","T","Mexico",0.007,0,0
"124","UCC","T","Mexico",0.026,0,0
"125","UCC","T","Mexico",0.026,0,0
"126","UCC","T","Mexico",0.026,0,0
"127","Asesores","T","Mexico",0.026,0,0
"128","Tutores","T","Peru",0.126,2140,4.61
"129","Asesores","T","Peru",0.126,330,0.83
"130","Asesores","T","Peru",0.126,0,0
"131","Tutores","T","Uruguay",0.239,82,0.55
"132","Tutores","T","Venezuela",0.193,1197,3.94
"133","Asesores","T","Peru",0.126,335,0.83
"134","Tutores","T","Panama",0.177,82,0.42
"135","Tutores","T","Venezuela",0.193,78,0.46
"136","UCC","T","Mexico",0.026,41,0.1
"137","UCC","T","Mexico",0.026,0,0
"138","Asesores","T","Peru",0.126,542,1.33
"139","UCC","T","Mexico",0.007,0,0
"140","Tutores","T","Austria",0.09,94,0.25
"141","Tutores","T","Hungary",0.203,0,0
"142","Asesores","T","Mexico",0.026,0,0
"143","UCC","T","Mexico",0.026,9,0.1
"144","Tutores","T","Mexico",0.026,0,0
"145","UCC","T","Mexico",0.007,0,0
"146","Asesores","T","Mexico",0.026,129,0.15
"147","Tutores","T","Mexico",0.026,6,0.1
"148","Asesores","T","Mexico",0.026,0,0
"149","Asesores","T","Mexico",0.026,79,0.12
"150","Asesores","T","Colombia",0.063,0,0
"151","Asesores","T","Colombia",0.063,0,0
"152","Asesores","T","Colombia",0.063,35,0.13
"153","Asesores","T","Mexico",0.026,0,0
"154","Asesores","T","Peru",0.126,0,0
"155","Asesores","T","Colombia",0.063,0,0
"156","Asesores","T","Colombia",0.063,0,0
"157","Tutores","T","CostaRica",0.086,51,0.16
"158","Asesores","T","Mexico",0.026,0,0
"159","Tutores","T","Colombia",0.063,29,0.13
"160","Asesores","T","Mexico",0.026,0,0
"161","Asesores","T","Mexico",0.007,0,0
"162","Asesores","T","Uruguay",0.239,0,0
"163","Tutores","T","Peru",0.126,2314,4.98
"164","Asesores","T","Mexico",0.026,0,0
"165","UCC","T","Mexico",0.026,35,0.1
"166","UCC","T","Mexico",0.007,0,0
"167","UCC","T","Mexico",0.026,0,0
"168","UCC","T","Mexico",0.026,38,0.1
"169","UCC","T","Mexico",0.026,0,0
"170","Tutores","T","Ecuador",0.226,0,0
"171","Tutores","T","Colombia",0.063,54,0.13
"172","Tutores","T","Mexico",0.026,603,0.36
"173","Coordinadores","T","Mexico",0.026,0,0
"174","Profesores","T","Colombia",0.063,897,1.02
"175","Profesores","T","Colombia",0.04,0,0
"176","Tutores","T","Mexico",0.026,144,0.15
"177","Profesores","T","Ireland",0.09,7,0.16
"178","Tutores","T","Bolivia",0.158,112,0.39
"179","Tutores","T","Belgium",0.067,3,0.14
"180","Tutores","T","Colombia",0.063,0,0
"181","Tutores","T","Mexico",0.026,0,0
"182","Tutores","T","SouthAfrica",0.068,64,0.21
"183","Asesores","T","Portugal",0.113,0,0
"184","Tutores","T","Paraguay",0.209,0,0
"185","Tutores","T","SouthAfrica",0.068,3,0.14
"186","Tutores","T","Andorra",0.211,0,0
"187","Tutores","T","Andorra",0.211,0,0
"188","Tutores","T","Paraguay",0.209,727,2.79
"189","Asesores","T","Mexico",0.026,138,0.15
"190","Asesores","T","Paraguay",0.209,0,0
"191","Asesores","T","Uruguay",0.239,0,0
"192","Asesores","T","Colombia",0.063,0,0
"193","Asesores","T","Mexico",0.026,0,0
"194","Tutores","T","Mexico",0.026,0,0
"195","Tutores","T","Mexico",0.026,3,0.1
"196","Asesores","T","Spain",0.09,662,1.15
"197","Asesores","T","Spain",0.09,13,0.16
"198","Administracion","T","Bolivia",0.158,0,0
"199","UCC","T","Mexico",0.007,0,0
"200","UCC","T","Mexico",0.026,52,0.1
"201","Administracion","T","DominicanRepublic",0.142,43,0.21
"202","Administracion","T","DominicanRepublic",0.142,6,0.21
"203","UCC","T","Mexico",0.007,0,0
"204","Asesores","T","Colombia",0.063,0,0
"205","UCC","T","Mexico",0.026,0,0
"206","UCC","T","Mexico",0.007,0,0
"207","Asesores","T","Mexico",0.026,30,0.1
"208","","T","Colombia",0.063,661,0.83
"209","","T","Mexico",0.026,0,0
"210","Administracion","T","Guatemala",0.144,7,0.21
"211","UCC","T","Mexico",0.026,1029,0.54
"212","Asesores","T","Mexico",0.026,0,0
"213","Administracion","T","Mexico",0.026,248,0.2
"214","Administracion","T","Mexico",0.026,0,0
"215","Tutores","T","Mexico",0.026,2,0.1
"216","Tutores","T","Peru",0.126,171,0.45
"217","Asesores","T","Ecuador",0.226,29,0.3
"218","Asesores","T","Ecuador",0.226,15,0.3
"219","UCC","T","Mexico",0.026,58,0.1
"220","UCC","T","Mexico",0.026,0,0
"221","UCC","T","Mexico",0.007,0,0
"222","Tutores","T","Mexico",0.026,19,0.1
"223","Asesores","T","Ecuador",0.226,0,0
"224","","T","Portugal",0.113,533,1.09
"225","Tutores","T","Mexico",0.026,0,0
"226","Tutores","T","Colombia",0.063,1,0
"227","UCC","T","Mexico",0.007,0,0
"228","Tutores","T","Colombia",0.063,76,0.2
"229","Tutores","T","Colombia",0.063,0,0
"230","Tutores","T","Colombia",0.063,39,0.13
"231","Administracion","T","USA",0.021,0,0
"232","Asesores","T","Mexico",0.026,0,0
"233","Administracion","T","Ecuador",0.226,312,1.43
"234","Profesores","T","Ireland",0.09,6,0.16
"235","Profesores","T","Ireland",0.09,0,0
"236","Profesores","T","Ireland",0.021,0,0
"237","Profesores","T","Ireland",0.021,0,0
"238","Administracion","T","Bolivia",0.158,0,0
"239","Tutores","T","UnitedKingdom",0.09,14,0.16
"240","Administracion","T","Mexico",0.026,0,0
"241","Tutores","T","UnitedKingdom",0.09,10,0.16
"242","Tutores","T","Peru",0.126,203,0.57
"243","Tutores","T","Mexico",0.026,1,0
"244","Tutores","T","Paraguay",0.209,158,0.7
"245","Tutores","T","Bolivia",0.158,743,2.12
"246","Asesores","T","Mexico",0.026,34,0.1
"247","Administracion","T","Bolivia",0.158,327,1.02
"248","Tutores","T","Guatemala",0.144,946,2.37
"249","Administracion","T","Mexico",0.026,53,0.1
"250","Asesores","T","Mexico",0.007,0,0
"251","Asesores","T","Peru",0.126,18,0.2
"252","Asesores","T","Peru",0.126,0,0
"253","Tutores","T","Peru",0.126,333,0.83
"254","Tutores","T","Guatemala",0.144,4,0.21
"255","Tutores","T","Mexico",0.026,0,0
"256","","T","CostaRica",0.086,423,0.76
"257","Tutores","T","Peru",0.126,0,0
"258","Asesores","T","Argentina",0.021,0,0
"259","Asesores","T","Peru",0.126,1163,2.59
"260","Asesores","T","Peru",0.126,110,0.32
"261","Asesores","T","Mexico",0.026,0,0
"262","Asesores","T","Mexico",0.026,1,0
"263","Asesores","T","Mexico",0.026,18,0.1
"264","Asesores","T","Colombia",0.063,48,0.13
"265","Tutores","T","Romania",0.067,31,0.14
"266","Profesores","T","Ireland",0.021,0,0
"267","Profesores","T","Ireland",0.021,0,0
"268","Profesores","T","Spain",0,0,0
"269","Profesores","T","UnitedKingdom",0.021,0,0
"270","Profesores","T","Spain",0,0,0
"271","Tutores","T","UnitedKingdom",0.09,24,0.16
"272","Asesores","T","Uruguay",0.239,0,0
"273","Tutores","T","Colombia",0.063,0,0
"274","Tutores","T","Colombia",0.063,0,0
"275","Asesores","T","Chile",0.153,0,0
"276","Tutores","T","Morocco",0.496,90,1.06
"277","Tutores","T","Andorra",0.211,53,0.28
"278","Tutores","T","Andorra",0.211,0,0
"279","Coordinadores","T","Peru",0.18,0,0.18
"280","","T","Mexico",0.026,0,0
"281","","T","Brazil",0,0,0
"282","Asesores","T","CostaRica",0.086,24,0.16
"283","Asesores","T","Peru",0.126,23,0.2
"284","Asesores","T","ElSalvador",0.244,44,0.31
"285","Asesores","T","Mexico",0.026,0,0
"286","Asesores","T","Nicaragua",0.223,761,2.97
"287","Asesores","T","Mexico",0.026,51,0.1
"288","Asesores","T","Mexico",0.026,0,0
"289","Asesores","T","Mexico",0.026,17,0.1
"290","Asesores","T","Mexico",0.026,84,0.12
"291","Asesores","T","Mexico",0.026,30,0.1
"292","UCC","T","Mexico",0.026,7,0.1
"293","UCC","T","Mexico",0.026,44,0.1
"294","UCC","T","Mexico",0.007,0,0
"295","Asesores","T","Mexico",0.026,0,0
"296","CPA","T","Spain",0.09,564,0.97
"297","Asesores","T","Mexico",0.026,138,0.15
"298","UCC","T","Mexico",0.026,0,0
"299","UCC","T","Mexico",0.007,0,0
"300","Asesores","T","Mexico",0.026,32,0.1
"301","Asesores","T","Mexico",0.026,0,0
"302","Asesores","T","Mexico",0.026,0,0
"303","Asesores","T","Mexico",0.026,95,0.12
"304","Asesores","T","Mexico",0.026,11,0.1
"305","Asesores","T","Colombia",0.063,253,0.39
"306","Asesores","T","Mexico",0.026,64,0.12
"307","Asesores","T","Mexico",0.026,0,0
"308","Asesores","T","Argentina",0.153,0,0
"309","Asesores","T","Mexico",0.007,0,0
"310","Asesores","T","Argentina",0.153,0,0
"311","Asesores","T","Mexico",0.026,141,0.15
"312","Asesores","T","Argentina",0.153,0,0
"313","Asesores","T","Argentina",0.153,6,0.22
"314","Asesores","T","Argentina",0.021,0,0
"315","Asesores","T","Argentina",0.153,0,0
"316","UCC","T","Mexico",0.026,0,0
"317","UCC","T","Mexico",0.007,0,0
"318","UCC","T","Mexico",0.026,9,0.1
"319","Asesores","T","Mexico",0.026,0,0
"320","Asesores","T","Brazil",0.111,2,0.18
"321","Asesores","T","Mexico",0.026,0,0
"322","Asesores","T","Argentina",0.021,0,0
"323","Asesores","T","Argentina",0.021,0,0
"324","Asesores","T","Argentina",0.021,0,0
"325","UCC","T","Mexico",0.007,64,0.05
"326","Asesores","T","Mexico",0.026,77,0.12
"327","Tutores","T","Colombia",0.063,0,0
"328","Asesores","T","Mexico",0.026,94,0.12
"329","Asesores","T","Mexico",0.026,0,0
"330","Asesores","T","Mexico",0.026,33,0.1
"331","Asesores","T","Mexico",0.026,27,0.1
"332","Asesores","T","Mexico",0.026,0,0
"333","Asesores","T","Mexico",0.026,0,0
"334","Asesores","T","Mexico",0.026,0,0
"335","Asesores","T","Mexico",0.026,3,0.1
"336","Asesores","T","Mexico",0.026,0,0
"337","Asesores","T","Mexico",0.026,0,0
"338","Asesores","T","Mexico",0.026,0,0
"339","Asesores","T","Colombia",0.063,2,0.13
"340","Asesores","T","Mexico",0.026,33,0.1
"341","Asesores","T","Mexico",0.026,0,0
"342","Asesores","T","Mexico",0.026,0,0
"343","Asesores","T","Mexico",0.026,0,0
"344","Asesores","T","Mexico",0.026,2,0.1
"345","Asesores","T","Mexico",0.026,0,0
"346","Asesores","T","Peru",0.021,66,0.08
"347","Asesores","T","Mexico",0.026,0,0
"348","Asesores","T","Mexico",0.026,0,0
"349","Asesores","T","Mexico",0.026,0,0
"350","UCC","T","Mexico",0.026,178,0.15
"351","Asesores","T","Mexico",0.026,0,0
"352","Asesores","T","Mexico",0.026,0,0
"353","Asesores","T","Mexico",0.026,5,0.1
"354","Asesores","T","Mexico",0.026,0,0
"355","Asesores","T","Mexico",0.026,0,0
"356","Asesores","T","Mexico",0.026,0,0
"357","Asesores","T","Mexico",0.026,0,0
"358","Asesores","T","Mexico",0.026,0,0
"359","Asesores","T","Mexico",0.026,0,0
"360","Asesores","T","Mexico",0.026,0,0
"361","Asesores","T","Mexico",0.026,196,0.17
"362","Asesores","T","Mexico",0.026,11,0.1
"363","Asesores","T","Mexico",0.026,0,0
"364","UCC","T","Mexico",0.026,0,0
"365","Asesores","T","Mexico",0.026,0,0
"366","","T","Colombia",0.063,200,0.32
"367","UCC","T","Mexico",0.026,0,0
"368","Asesores","T","Mexico",0.026,0,0
"369","","T","Colombia",0.063,0,0
"370","","T","Colombia",0.063,0,0
"371","Asesores","T","Mexico",0.026,86,0.12
"372","Asesores","T","Mexico",0.026,51,0.1
"373","Asesores","T","Mexico",0.026,0,0
"374","Asesores","T","Mexico",0.026,0,0
"375","UCC","T","Mexico",0.026,37,0.1
"376","Asesores","T","Mexico",0.026,46,0.1
"377","UCC","T","Mexico",0.026,0,0
"378","Asesores","T","Mexico",0.026,0,0
"379","UCC","T","Mexico",0.007,0,0
"380","UCC","T","Mexico",0.026,0,0
"381","Asesores","T","Mexico",0.026,0,0
"382","","T","Colombia",0.063,637,0.76
"383","","T","Colombia",0.063,0,0
"384","","T","Colombia",0.063,0,0
"385","Asesores","T","Mexico",0.026,45,0.1
"386","Asesores","T","Mexico",0.026,0,0
"387","","T","Colombia",0.063,254,0.39
"388","","T","Spain",0,0,0
"389","UCC","T","Mexico",0.026,67,0.12
"390","Asesores","T","Mexico",0.026,0,0
"391","UCC","T","Mexico",0.026,0,0
"392","Asesores","T","Mexico",0.026,10,0.1
"393","Asesores","T","Mexico",0.026,0,0
"394","Asesores","T","Mexico",0.026,26,0.1
"395","Asesores","T","Mexico",0.026,3,0.1
"396","Asesores","T","Chile",0.153,2,0.22
"397","Asesores","T","Mexico",0.026,78,0.12
"398","Asesores","T","Uruguay",0.239,0,0
"399","Asesores","T","Mexico",0.026,19,0.1
"400","Asesores","T","Mexico",0.026,0,0
"401","Asesores","T","Mexico",0.026,0,0
"402","UCC","T","Mexico",0.026,38,0.1
"403","UCC","T","Mexico",0.026,0,0
"404","Asesores","T","Peru",0.126,0,0
"405","Asesores","T","Peru",0.126,0,0
"406","Asesores","T","Colombia",0.063,11,0.13
"407","Asesores","T","Mexico",0.026,3,0.1
"408","Asesores","T","Colombia",0.063,10,0.13
"409","Asesores","T","Mexico",0.026,7,0.1
"410","Asesores","T","Colombia",0.063,7,0.13
"411","UCC","T","Mexico",0.026,41,0.1
"412","UCC","T","Mexico",0.026,0,0
"413","Asesores","T","Chile",0.021,51,0.06
"414","Asesores","T","Mexico",0.026,0,0
"415","Asesores","T","Mexico",0.026,0,0
"416","Asesores","T","Colombia",0.063,13,0.13
"417","Asesores","T","Malawi",0.292,0,0
"418","Tutores","T","UnitedKingdom",0.09,269,0.52
"419","Tutores","T","UnitedKingdom",0.09,50,0.16
"420","Asesores","T","Mexico",0.026,22,0.1
"421","Asesores","T","Mexico",0.026,84,0.12
"422","UCC","T","Mexico",0.026,0,0
"423","UCC","T","Mexico",0.007,0,0
"424","Asesores","T","UnitedKingdom",0.09,71,0.25
"425","Asesores","T","UnitedKingdom",0.09,9,0.16
"426","","T","Mexico",0.026,0,0
"427","UCC","T","Mexico",0.026,119,0.12
"428","","T","Spain",0,0,0
"429","Asesores","T","Mexico",0.026,0,0
"430","Tutores","T","Mexico",0.026,0,0
"431","Tutores","T","Mexico",0.026,0,0
"432","Asesores","T","Mexico",0.026,23,0.1
"433","Tutores","T","Mexico",0.026,7,0.1
"434","Tutores","T","Panama",0.099,171,0.37
"435","Tutores","T","Colombia",0.063,168,0.26
"436","Tutores","T","Colombia",0.063,151,0.26
"437","Tutores","T","Colombia",0.063,3,0.13
"438","Tutores","T","Colombia",0.063,219,0.32
"439","Asesores","T","Colombia",0.063,264,0.39
"440","Asesores","T","Mexico",0.026,26,0.1
"441","Asesores","T","Peru",0.126,0,0
"442","Asesores","T","Colombia",0.063,173,0.26
"443","Tutores","T","Mexico",0.026,0,0
"444","UCC","T","Mexico",0.026,1360,0.67
"445","UCC","T","Mexico",0.026,0,0
"446","Coordinadores","T","Venezuela",0.08,0,0.24
"447","Asesores","T","Colombia",0.063,125,0.26
"448","Asesores","T","Colombia",0.063,0,0
"449","Asesores","T","Mexico",0.026,0,0
"450","Tutores","T","Italy",0.09,738,1.24
"451","Tutores","T","USA",0.021,87,0.08
"452","Tutores","T","Peru",0.126,328,0.83
"453","UCC","T","Mexico",0.026,175,0.15
"454","","T","Colombia",0.063,18,0.13
"455","Asesores","T","Colombia",0.063,428,0.57
"456","Tutores","T","Guatemala",0.144,100,0.36
"457","Tutores","T","Ecuador",0.226,165,0.75
"458","Asesores","T","Mexico",0.026,5,0.1
"459","Asesores","T","Colombia",0.063,3,0.13
"460","Asesores","T","Mexico",0.026,0,0
"461","Tutores","T","Colombia",0.063,0,0
"462","Tutores","T","Venezuela",0.193,125,0.65
"463","Asesores","T","Mexico",0.026,0,0
"464","Tutores","T","Mexico",0.026,200,0.17
"465","UCC","T","Mexico",0.026,0,0
"466","Tutores","T","Mexico",0.026,32,0.1
"467","Asesores","T","CostaRica",0.062,203,0.32
"468","UCC","T","Mexico",0.007,0,0
"469","Asesores","T","Mexico",0.026,0,0
"470","Asesores","T","Mexico",0.026,0,0
"471","Tutores","T","Norway",0.136,61,0.34
"472","Asesores","T","Mexico",0.026,69,0.12
"473","Asesores","T","Mexico",0.026,0,0
"474","Asesores","T","Mexico",0.026,45,0.1
"475","Asesores","T","Colombia",0.063,59,0.13
"476","Asesores","T","Colombia",0.063,0,0
"477","Asesores","T","Mexico",0.026,0,0
"478","Asesores","T","Mexico",0.026,2,0.1
"479","Asesores","T","Mexico",0.026,0,0
"480","Asesores","T","Colombia",0.04,0,0
"481","Asesores","T","Mexico",0.026,0,0
"482","Asesores","T","Colombia",0.04,0,0
"483","Asesores","T","Mexico",0.026,0,0
"484","Asesores","T","Mexico",0.026,0,0
"485","Asesores","T","Mexico",0.007,1,0
"486","Asesores","T","Mexico",0.026,0,0
"487","Asesores","T","Peru",0.126,3,0.2
"488","Asesores","T","Uruguay",0.239,56,0.31
"489","Asesores","T","Mexico",0.026,0,0
"490","Asesores","T","Mexico",0.026,0,0
"491","UCC","T","Mexico",0.026,30,0.1
"492","Asesores","T","Mexico",0.026,0,0
"493","Asesores","T","Peru",0.126,70,0.32
"494","UCC","T","Mexico",0.026,25,0.1
"495","Tutores","T","Venezuela",0.193,0,0
"496","Asesores","T","Bolivia",0.158,86,0.39
"497","Tutores","T","Norway",0.136,6,0.21
"498","Asesores","T","Colombia",0.063,0,0
"499","Coordinadores","T","Guatemala",0.08,0,0.08
"500","Tutores","T","Morocco",0.496,341,3.05
"501","Asesores","T","Colombia",0.063,24,0.13
"502","Asesores","T","Colombia",0.063,26,0.13
"503","Asesores","T","Mexico",0.026,0,0
"504","Asesores","T","Colombia",0.063,8,0.13
"505","Asesores","T","Peru",0.126,16,0.2
"506","Asesores","T","Colombia",0.063,0,0
"507","Asesores","T","Colombia",0.063,27,0.13
"508","Asesores","T","Colombia",0.04,42,0.11
"509","Asesores","T","Colombia",0.04,52,0.11
"510","Tutores","T","Panama",0.177,158,0.6
"511","Tutores","T","Panama",0.177,0,0
"512","UCC","T","Mexico",0.026,97,0.12
"513","UCC","T","Mexico",0.007,0,0
"514","Asesores","T","Mexico",0.026,0,0
"515","Asesores","T","Mexico",0.026,78,0.12
"516","Asesores","T","Mexico",0.026,0,0
"517","UCC","T","Mexico",0.007,80,0.05
"518","Asesores","T","Mexico",0.026,2,0.1
"519","UCC","T","Mexico",0.026,20,0.1
"520","UCC","T","Mexico",0.007,0,0
"521","Asesores","T","Mexico",0.026,0,0
"522","Asesores","T","Colombia",0.063,0,0
"523","Asesores","T","Mexico",0.026,857,0.46
"524","Asesores","T","USA",0.021,26,0.06
"525","Asesores","T","Peru",0.126,0,0
"526","Asesores","T","Peru",0.126,0,0
"527","Asesores","T","Mexico",0.007,0,0
"528","UCC","T","Mexico",0.026,42,0.1
"529","UCC","T","Mexico",0.007,0,0
"530","Asesores","T","Mexico",0.026,0,0
"531","Asesores","T","Peru",0.021,0,0
"532","Asesores","T","Mexico",0.026,0,0
"533","Asesores","T","Mexico",0.026,578,0.33
"534","Asesores","T","Mexico",0.026,0,0
"535","Asesores","T","Colombia",0.04,0,0
"536","Asesores","T","Mexico",0.026,0,0
"537","Asesores","T","Mexico",0.026,0,0
"538","Asesores","T","Mexico",0.026,4,0.1
"539","Asesores","T","Mexico",0.026,0,0
"540","Asesores","T","Mexico",0.026,65,0.12
"541","Asesores","T","Mexico",0.026,0,0
"542","Asesores","T","Mexico",0.026,0,0
"543","UCC","T","Mexico",0.026,36,0.1
"544","Asesores","T","Mexico",0.026,0,0
"545","CPA","T","Spain",0.074,1034,1.4
"546","Asesores","T","Mexico",0.026,8,0.1
"547","CPA","T","Spain",0.074,0,0
"548","Asesores","T","Mexico",0.026,0,0
"549","Asesores","T","Mexico",0.026,0,0
"550","Asesores","T","Mexico",0.026,0,0
"551","CPA","T","Spain",0.074,54,0.14
"552","CPA","T","Spain",0.074,0,0
"553","Asesores","T","Mexico",0.026,0,0
"554","Asesores","T","Mexico",0.026,0,0
"555","Asesores","T","Mexico",0.026,0,0
"556","Asesores","T","Mexico",0.026,0,0
"557","Asesores","T","Colombia",0.063,131,0.26
"558","Asesores","T","Mexico",0.026,0,0
"559","Asesores","T","Mexico",0.026,4,0.1
"560","Asesores","T","Mexico",0.026,2,0.1
"561","Asesores","T","Mexico",0.026,0,0
"562","CPA","T","Spain",0.074,0,0
"563","Asesores","T","Mexico",0.026,0,0
"564","CPA","T","Spain",0.074,20,0.14
"565","CPA","T","Spain",0.074,0,0
"566","CPA","T","Spain",0.074,0,0
"567","Asesores","T","Colombia",0.063,343,0.45
"568","Asesores","T","Mexico",0.026,106,0.12
"569","Tutores","T","Ecuador",0.226,19,0.3
"570","Asesores","T","Mexico",0.026,0,0
"571","Asesores","T","Mexico",0.026,0,0
"572","Asesores","T","Mexico",0.026,0,0
"573","Asesores","T","Mexico",0.026,0,0
"574","Asesores","T","Mexico",0.026,0,0
"575","Asesores","T","Colombia",0.063,38,0.13
"576","Asesores","T","Mexico",0.026,0,0
"577","Asesores","T","Mexico",0.026,0,0
"578","Asesores","T","Mexico",0.026,1,0.1
"579","Asesores","T","Mexico",0.026,114,0.12
"580","Asesores","T","Bolivia",0.158,25,0.23
"581","Asesores","T","Mexico",0.026,37,0.1
"582","Asesores","T","Mexico",0.026,65,0.12
"583","Asesores","T","Mexico",0.026,0,0
"584","Asesores","T","Mexico",0.026,0,0
"585","Asesores","T","Mexico",0.026,0,0
"586","Asesores","T","Colombia",0.063,0,0
"587","Asesores","T","Mexico",0.026,0,0
"588","Asesores","T","Mexico",0.026,0,0
"589","","T","Paraguay",0.209,844,3.21
